set_type,instance_name,instance_file,note_trials,repeat_id,seed,best_cost,opt_cost,error_percent,time_ms
ATSP,br17,data/atsp/br17.atsp,500,2,62347,81,39,107.692,0.893546
ATSP,br17,data/atsp/br17.atsp,500,3,62348,63,39,61.5385,0.883597
ATSP,br17,data/atsp/br17.atsp,500,4,62349,98,39,151.282,0.89067
ATSP,br17,data/atsp/br17.atsp,500,5,62350,76,39,94.8718,0.877936
ATSP,br17,data/atsp/br17.atsp,1000,1,112346,72,39,84.6154,1.91007
ATSP,br17,data/atsp/br17.atsp,1000,2,112347,68,39,74.359,1.7601
ATSP,br17,data/atsp/br17.atsp,1000,3,112348,75,39,92.3077,1.81375
ATSP,br17,data/atsp/br17.atsp,1000,4,112349,76,39,94.8718,1.76235
ATSP,br17,data/atsp/br17.atsp,1000,5,112350,79,39,102.564,1.74962
ATSP,br17,data/atsp/br17.atsp,2000,1,212346,90,39,130.769,3.70651
ATSP,br17,data/atsp/br17.atsp,2000,2,212347,72,39,84.6154,3.69519
ATSP,br17,data/atsp/br17.atsp,2000,3,212348,74,39,89.7436,3.78654
ATSP,br17,data/atsp/br17.atsp,2000,4,212349,70,39,79.4872,3.49874
ATSP,br17,data/atsp/br17.atsp,2000,5,212350,77,39,97.4359,3.50472
ATSP,br17,data/atsp/br17.atsp,5000,1,512346,66,39,69.2308,8.88529
ATSP,br17,data/atsp/br17.atsp,5000,2,512347,70,39,79.4872,8.85563
ATSP,br17,data/atsp/br17.atsp,5000,3,512348,72,39,84.6154,8.77469
ATSP,br17,data/atsp/br17.atsp,5000,4,512349,71,39,82.0513,8.82367
ATSP,br17,data/atsp/br17.atsp,5000,5,512350,68,39,74.359,8.83517
ATSP,br17,data/atsp/br17.atsp,10000,1,1012346,61,39,56.4103,17.7676
ATSP,br17,data/atsp/br17.atsp,10000,2,1012347,56,39,43.5897,17.7798
ATSP,br17,data/atsp/br17.atsp,10000,3,1012348,68,39,74.359,17.6075
ATSP,br17,data/atsp/br17.atsp,10000,4,1012349,74,39,89.7436,17.7316
ATSP,br17,data/atsp/br17.atsp,10000,5,1012350,58,39,48.7179,17.7324
ATSP,br17,data/atsp/br17.atsp,20000,1,2012346,58,39,48.7179,35.2657
ATSP,br17,data/atsp/br17.atsp,20000,2,2012347,65,39,66.6667,35.5061
ATSP,br17,data/atsp/br17.atsp,20000,3,2012348,61,39,56.4103,35.2548
ATSP,br17,data/atsp/br17.atsp,20000,4,2012349,67,39,71.7949,35.1999
ATSP,br17,data/atsp/br17.atsp,20000,5,2012350,61,39,56.4103,35.3806
ATSP,br17,data/atsp/br17.atsp,50000,1,5012346,59,39,51.2821,87.9311
ATSP,br17,data/atsp/br17.atsp,50000,2,5012347,55,39,41.0256,87.5554
ATSP,br17,data/atsp/br17.atsp,50000,3,5012348,61,39,56.4103,87.4622
ATSP,br17,data/atsp/br17.atsp,50000,4,5012349,64,39,64.1026,87.6198
ATSP,br17,data/atsp/br17.atsp,50000,5,5012350,56,39,43.5897,87.9772
ATSP,br17,data/atsp/br17.atsp,500000,1,50012346,51,39,30.7692,875.611
ATSP,br17,data/atsp/br17.atsp,500000,2,50012347,52,39,33.3333,874.33
ATSP,br17,data/atsp/br17.atsp,500000,3,50012348,47,39,20.5128,873.452
ATSP,br17,data/atsp/br17.atsp,500000,4,50012349,50,39,28.2051,874.595
ATSP,br17,data/atsp/br17.atsp,500000,5,50012350,53,39,35.8974,875.751
ATSP,br17,data/atsp/br17.atsp,2000000,1,200012346,42,39,7.69231,3525.89
ATSP,br17,data/atsp/br17.atsp,2000000,2,200012347,45,39,15.3846,3499.9
ATSP,br17,data/atsp/br17.atsp,2000000,3,200012348,46,39,17.9487,3502
ATSP,br17,data/atsp/br17.atsp,2000000,4,200012349,42,39,7.69231,3504.34
ATSP,br17,data/atsp/br17.atsp,2000000,5,200012350,44,39,12.8205,3501.58
ATSP,ft53,data/atsp/ft53.atsp,100,1,22346,21637,6905,213.353,0.521964
ATSP,ft53,data/atsp/ft53.atsp,100,2,22347,22222,6905,221.825,0.522145
ATSP,ft53,data/atsp/ft53.atsp,100,3,22348,22576,6905,226.951,0.624218
ATSP,ft53,data/atsp/ft53.atsp,100,4,22349,23172,6905,235.583,0.529188
ATSP,ft53,data/atsp/ft53.atsp,100,5,22350,21312,6905,208.646,0.525852
ATSP,ft53,data/atsp/ft53.atsp,500,1,62346,22792,6905,230.08,2.57529
ATSP,ft53,data/atsp/ft53.atsp,500,2,62347,21972,6905,218.204,2.57384
ATSP,ft53,data/atsp/ft53.atsp,500,3,62348,21902,6905,217.19,2.71763
ATSP,ft53,data/atsp/ft53.atsp,500,4,62349,22259,6905,222.361,2.65006
ATSP,ft53,data/atsp/ft53.atsp,500,5,62350,22023,6905,218.943,2.71352
ATSP,ft53,data/atsp/ft53.atsp,1000,1,112346,21470,6905,210.934,5.3301
ATSP,ft53,data/atsp/ft53.atsp,1000,2,112347,22219,6905,221.781,5.25828
ATSP,ft53,data/atsp/ft53.atsp,1000,3,112348,22221,6905,221.81,5.1836
ATSP,ft53,data/atsp/ft53.atsp,1000,4,112349,22031,6905,219.059,5.20486
ATSP,ft53,data/atsp/ft53.atsp,1000,5,112350,22071,6905,219.638,5.20713
ATSP,ft53,data/atsp/ft53.atsp,2000,1,212346,21942,6905,217.77,10.3134
ATSP,ft53,data/atsp/ft53.atsp,2000,2,212347,21572,6905,212.411,10.9168
ATSP,ft53,data/atsp/ft53.atsp,2000,3,212348,21808,6905,215.829,10.2996
ATSP,ft53,data/atsp/ft53.atsp,2000,4,212349,21878,6905,216.843,10.5893
ATSP,ft53,data/atsp/ft53.atsp,2000,5,212350,21851,6905,216.452,10.476
ATSP,ft53,data/atsp/ft53.atsp,5000,1,512346,21312,6905,208.646,26.0034
ATSP,ft53,data/atsp/ft53.atsp,5000,2,512347,21243,6905,207.647,25.9636
ATSP,ft53,data/atsp/ft53.atsp,5000,3,512348,21095,6905,205.503,25.9928
ATSP,ft53,data/atsp/ft53.atsp,5000,4,512349,21603,6905,212.86,25.9372
ATSP,ft53,data/atsp/ft53.atsp,5000,5,512350,21460,6905,210.789,26.0492
ATSP,ft53,data/atsp/ft53.atsp,10000,1,1012346,20735,6905,200.29,51.7137
ATSP,ft53,data/atsp/ft53.atsp,10000,2,1012347,21198,6905,206.995,51.5395
ATSP,ft53,data/atsp/ft53.atsp,10000,3,1012348,20452,6905,196.191,51.5527
ATSP,ft53,data/atsp/ft53.atsp,10000,4,1012349,21622,6905,213.135,51.6085
ATSP,ft53,data/atsp/ft53.atsp,10000,5,1012350,21073,6905,205.185,51.5608
ATSP,ft53,data/atsp/ft53.atsp,20000,1,2012346,21050,6905,204.852,103.127
ATSP,ft53,data/atsp/ft53.atsp,20000,2,2012347,20273,6905,193.599,102.607
ATSP,ft53,data/atsp/ft53.atsp,20000,3,2012348,19909,6905,188.327,102.841
ATSP,ft53,data/atsp/ft53.atsp,20000,4,2012349,20090,6905,190.949,103.025
ATSP,ft53,data/atsp/ft53.atsp,20000,5,2012350,20551,6905,197.625,103.019
ATSP,ft53,data/atsp/ft53.atsp,50000,1,5012346,20345,6905,194.642,256.78
ATSP,ft53,data/atsp/ft53.atsp,50000,2,5012347,20922,6905,202.998,256.694
ATSP,ft53,data/atsp/ft53.atsp,50000,3,5012348,20302,6905,194.019,256.21
ATSP,ft53,data/atsp/ft53.atsp,50000,4,5012349,20584,6905,198.103,256.484
ATSP,ft53,data/atsp/ft53.atsp,50000,5,5012350,20241,6905,193.135,256.616
ATSP,ft53,data/atsp/ft53.atsp,500000,1,50012346,19780,6905,186.459,2553.41
ATSP,ft53,data/atsp/ft53.atsp,500000,2,50012347,19968,6905,189.182,2563.19
ATSP,ft53,data/atsp/ft53.atsp,500000,3,50012348,20048,6905,190.34,2560.61
ATSP,ft53,data/atsp/ft53.atsp,500000,4,50012349,18947,6905,174.395,2563.38
ATSP,ft53,data/atsp/ft53.atsp,500000,5,50012350,19147,6905,177.292,2556.19
ATSP,ft53,data/atsp/ft53.atsp,2000000,1,200012346,19512,6905,182.578,10234.3
ATSP,ft53,data/atsp/ft53.atsp,2000000,2,200012347,19434,6905,181.448,10229.6
ATSP,ft53,data/atsp/ft53.atsp,2000000,3,200012348,19256,6905,178.87,10274.7
ATSP,ft53,data/atsp/ft53.atsp,2000000,4,200012349,19661,6905,184.736,10410.1
ATSP,ft53,data/atsp/ft53.atsp,2000000,5,200012350,19824,6905,187.096,10253.9
ATSP,ftv47,data/atsp/ftv47.atsp,100,1,22346,6071,1776,241.836,0.464978
ATSP,ftv47,data/atsp/ftv47.atsp,100,2,22347,6066,1776,241.554,0.468664
ATSP,ftv47,data/atsp/ftv47.atsp,100,3,22348,5896,1776,231.982,0.468624
ATSP,ftv47,data/atsp/ftv47.atsp,100,4,22349,5476,1776,208.333,0.473173
ATSP,ftv47,data/atsp/ftv47.atsp,100,5,22350,5979,1776,236.655,0.47726
ATSP,ftv47,data/atsp/ftv47.atsp,500,1,62346,5808,1776,227.027,2.3367
ATSP,ftv47,data/atsp/ftv47.atsp,500,2,62347,5686,1776,220.158,2.33766
ATSP,ftv47,data/atsp/ftv47.atsp,500,3,62348,5891,1776,231.7,2.33074
ATSP,ftv47,data/atsp/ftv47.atsp,500,4,62349,5909,1776,232.714,2.35214
ATSP,ftv47,data/atsp/ftv47.atsp,500,5,62350,5756,1776,224.099,2.49725
ATSP,ftv47,data/atsp/ftv47.atsp,1000,1,112346,5756,1776,224.099,4.76134
ATSP,ftv47,data/atsp/ftv47.atsp,1000,2,112347,5715,1776,221.791,4.74917
ATSP,ftv47,data/atsp/ftv47.atsp,1000,3,112348,5639,1776,217.511,4.67049
ATSP,ftv47,data/atsp/ftv47.atsp,1000,4,112349,5746,1776,223.536,5.84994
ATSP,ftv47,data/atsp/ftv47.atsp,1000,5,112350,5467,1776,207.827,4.69361
ATSP,ftv47,data/atsp/ftv47.atsp,2000,1,212346,5617,1776,216.273,9.4528
ATSP,ftv47,data/atsp/ftv47.atsp,2000,2,212347,5571,1776,213.682,9.68478
ATSP,ftv47,data/atsp/ftv47.atsp,2000,3,212348,5561,1776,213.119,9.47106
ATSP,ftv47,data/atsp/ftv47.atsp,2000,4,212349,5472,1776,208.108,9.58374
ATSP,ftv47,data/atsp/ftv47.atsp,2000,5,212350,5502,1776,209.797,9.43412
ATSP,ftv47,data/atsp/ftv47.atsp,5000,1,512346,5426,1776,205.518,23.6496
ATSP,ftv47,data/atsp/ftv47.atsp,5000,2,512347,5506,1776,210.023,23.6315
ATSP,ftv47,data/atsp/ftv47.atsp,5000,3,512348,5459,1776,207.376,23.5793
ATSP,ftv47,data/atsp/ftv47.atsp,5000,4,512349,5472,1776,208.108,23.6676
ATSP,ftv47,data/atsp/ftv47.atsp,5000,5,512350,5701,1776,221.002,23.5416
ATSP,ftv47,data/atsp/ftv47.atsp,10000,1,1012346,5565,1776,213.345,47.0319
ATSP,ftv47,data/atsp/ftv47.atsp,10000,2,1012347,5467,1776,207.827,47.0803
ATSP,ftv47,data/atsp/ftv47.atsp,10000,3,1012348,5471,1776,208.052,46.7726
ATSP,ftv47,data/atsp/ftv47.atsp,10000,4,1012349,5441,1776,206.363,46.8521
ATSP,ftv47,data/atsp/ftv47.atsp,10000,5,1012350,5630,1776,217.005,46.8745
ATSP,ftv47,data/atsp/ftv47.atsp,20000,1,2012346,5101,1776,187.218,93.9415
ATSP,ftv47,data/atsp/ftv47.atsp,20000,2,2012347,5275,1776,197.016,93.3747
ATSP,ftv47,data/atsp/ftv47.atsp,20000,3,2012348,5134,1776,189.077,93.442
ATSP,ftv47,data/atsp/ftv47.atsp,20000,4,2012349,5436,1776,206.081,93.3247
ATSP,ftv47,data/atsp/ftv47.atsp,20000,5,2012350,5428,1776,205.631,92.9829
ATSP,ftv47,data/atsp/ftv47.atsp,50000,1,5012346,5184,1776,191.892,234.479
ATSP,ftv47,data/atsp/ftv47.atsp,50000,2,5012347,5344,1776,200.901,233.153
ATSP,ftv47,data/atsp/ftv47.atsp,50000,3,5012348,5071,1776,185.529,233.358
ATSP,ftv47,data/atsp/ftv47.atsp,50000,4,5012349,5357,1776,201.633,233.112
ATSP,ftv47,data/atsp/ftv47.atsp,50000,5,5012350,5226,1776,194.257,232.092
ATSP,ftv47,data/atsp/ftv47.atsp,500000,1,50012346,5014,1776,182.32,2330.8
ATSP,ftv47,data/atsp/ftv47.atsp,500000,2,50012347,5034,1776,183.446,2328.72
ATSP,ftv47,data/atsp/ftv47.atsp,500000,3,50012348,5097,1776,186.993,2331.52
ATSP,ftv47,data/atsp/ftv47.atsp,500000,4,50012349,5160,1776,190.541,2330.68
ATSP,ftv47,data/atsp/ftv47.atsp,500000,5,50012350,5206,1776,193.131,2332.16
ATSP,ftv47,data/atsp/ftv47.atsp,2000000,1,200012346,5032,1776,183.333,9307.45
ATSP,ftv47,data/atsp/ftv47.atsp,2000000,2,200012347,5011,1776,182.151,9300.57
ATSP,ftv47,data/atsp/ftv47.atsp,2000000,3,200012348,4970,1776,179.842,9336.54
ATSP,ftv47,data/atsp/ftv47.atsp,2000000,4,200012349,4958,1776,179.167,9304.46
ATSP,ftv47,data/atsp/ftv47.atsp,2000000,5,200012350,5031,1776,183.277,9306.52
ATSP,ftv33,data/atsp/ftv33.atsp,100,1,22346,3652,1286,183.981,0.33932
ATSP,ftv33,data/atsp/ftv33.atsp,100,2,22347,3771,1286,193.235,0.340713
ATSP,ftv33,data/atsp/ftv33.atsp,100,3,22348,3717,1286,189.036,0.389856
ATSP,ftv33,data/atsp/ftv33.atsp,100,4,22349,3381,1286,162.908,0.343788
ATSP,ftv33,data/atsp/ftv33.atsp,100,5,22350,3817,1286,196.812,0.345963
ATSP,ftv33,data/atsp/ftv33.atsp,500,1,62346,3625,1286,181.882,1.67765
ATSP,ftv33,data/atsp/ftv33.atsp,500,2,62347,3490,1286,171.384,1.68883
ATSP,ftv33,data/atsp/ftv33.atsp,500,3,62348,3624,1286,181.804,1.67527
ATSP,ftv33,data/atsp/ftv33.atsp,500,4,62349,3494,1286,171.695,1.69967
ATSP,ftv33,data/atsp/ftv33.atsp,500,5,62350,3585,1286,178.771,1.69467
ATSP,ftv33,data/atsp/ftv33.atsp,1000,1,112346,3578,1286,178.227,3.51833
ATSP,ftv33,data/atsp/ftv33.atsp,1000,2,112347,3628,1286,182.115,3.62202
ATSP,ftv33,data/atsp/ftv33.atsp,1000,3,112348,3598,1286,179.782,3.54625
ATSP,ftv33,data/atsp/ftv33.atsp,1000,4,112349,3458,1286,168.896,3.36748
ATSP,ftv33,data/atsp/ftv33.atsp,1000,5,112350,3532,1286,174.65,3.36414
ATSP,ftv33,data/atsp/ftv33.atsp,2000,1,212346,3389,1286,163.53,6.82491
ATSP,ftv33,data/atsp/ftv33.atsp,2000,2,212347,3485,1286,170.995,6.81717
ATSP,ftv33,data/atsp/ftv33.atsp,2000,3,212348,3495,1286,171.773,6.75967
ATSP,ftv33,data/atsp/ftv33.atsp,2000,4,212349,3469,1286,169.751,6.76761
ATSP,ftv33,data/atsp/ftv33.atsp,2000,5,212350,3426,1286,166.407,6.88075
ATSP,ftv33,data/atsp/ftv33.atsp,5000,1,512346,3236,1286,151.633,17.0894
ATSP,ftv33,data/atsp/ftv33.atsp,5000,2,512347,3256,1286,153.188,16.9451
ATSP,ftv33,data/atsp/ftv33.atsp,5000,3,512348,3436,1286,167.185,17.0097
ATSP,ftv33,data/atsp/ftv33.atsp,5000,4,512349,3427,1286,166.485,17.1331
ATSP,ftv33,data/atsp/ftv33.atsp,5000,5,512350,3390,1286,163.608,17.0892
ATSP,ftv33,data/atsp/ftv33.atsp,10000,1,1012346,3355,1286,160.886,33.8497
ATSP,ftv33,data/atsp/ftv33.atsp,10000,2,1012347,3409,1286,165.086,33.8332
ATSP,ftv33,data/atsp/ftv33.atsp,10000,3,1012348,3347,1286,160.264,33.8976
ATSP,ftv33,data/atsp/ftv33.atsp,10000,4,1012349,3262,1286,153.655,33.8874
ATSP,ftv33,data/atsp/ftv33.atsp,10000,5,1012350,3295,1286,156.221,33.8233
ATSP,ftv33,data/atsp/ftv33.atsp,20000,1,2012346,3304,1286,156.921,67.3248
ATSP,ftv33,data/atsp/ftv33.atsp,20000,2,2012347,3262,1286,153.655,67.256
ATSP,ftv33,data/atsp/ftv33.atsp,20000,3,2012348,3098,1286,140.902,67.1765
ATSP,ftv33,data/atsp/ftv33.atsp,20000,4,2012349,3302,1286,156.765,67.9785
ATSP,ftv33,data/atsp/ftv33.atsp,20000,5,2012350,3264,1286,153.81,67.8174
ATSP,ftv33,data/atsp/ftv33.atsp,50000,1,5012346,3275,1286,154.666,168.025
ATSP,ftv33,data/atsp/ftv33.atsp,50000,2,5012347,3248,1286,152.566,167.95
ATSP,ftv33,data/atsp/ftv33.atsp,50000,3,5012348,3234,1286,151.477,168.393
ATSP,ftv33,data/atsp/ftv33.atsp,50000,4,5012349,3140,1286,144.168,168.115
ATSP,ftv33,data/atsp/ftv33.atsp,50000,5,5012350,3211,1286,149.689,168.018
ATSP,ftv33,data/atsp/ftv33.atsp,500000,1,50012346,2993,1286,132.737,1677.12
ATSP,ftv33,data/atsp/ftv33.atsp,500000,2,50012347,3041,1286,136.47,1682.66
ATSP,ftv33,data/atsp/ftv33.atsp,500000,3,50012348,3081,1286,139.58,1677.21
ATSP,ftv33,data/atsp/ftv33.atsp,500000,4,50012349,3070,1286,138.725,1678.32
ATSP,ftv33,data/atsp/ftv33.atsp,500000,5,50012350,3061,1286,138.025,1672.24
ATSP,ftv33,data/atsp/ftv33.atsp,2000000,1,200012346,3001,1286,133.359,6769.16
ATSP,ftv33,data/atsp/ftv33.atsp,2000000,2,200012347,2923,1286,127.294,6702.59
ATSP,ftv33,data/atsp/ftv33.atsp,2000000,3,200012348,2976,1286,131.415,6714.69
ATSP,ftv33,data/atsp/ftv33.atsp,2000000,4,200012349,2980,1286,131.726,6702.09
ATSP,ftv33,data/atsp/ftv33.atsp,2000000,5,200012350,2904,1286,125.816,6702.92
ATSP,ftv35,data/atsp/ftv35.atsp,100,1,22346,4068,1473,176.171,0.356062
ATSP,ftv35,data/atsp/ftv35.atsp,100,2,22347,4262,1473,189.341,0.356522
ATSP,ftv35,data/atsp/ftv35.atsp,100,3,22348,4181,1473,183.842,0.357334
ATSP,ftv35,data/atsp/ftv35.atsp,100,4,22349,4154,1473,182.01,0.555388
ATSP,ftv35,data/atsp/ftv35.atsp,100,5,22350,4076,1473,176.714,0.359017
ATSP,ftv35,data/atsp/ftv35.atsp,500,1,62346,4153,1473,181.942,1.79028
ATSP,ftv35,data/atsp/ftv35.atsp,500,2,62347,4037,1473,174.067,1.97928
ATSP,ftv35,data/atsp/ftv35.atsp,500,3,62348,3935,1473,167.142,1.77855
ATSP,ftv35,data/atsp/ftv35.atsp,500,4,62349,4079,1473,176.918,1.78875
ATSP,ftv35,data/atsp/ftv35.atsp,500,5,62350,4075,1473,176.646,1.99918
ATSP,ftv35,data/atsp/ftv35.atsp,1000,1,112346,3643,1473,147.318,3.72964
ATSP,ftv35,data/atsp/ftv35.atsp,1000,2,112347,3927,1473,166.599,3.71157
ATSP,ftv35,data/atsp/ftv35.atsp,1000,3,112348,3936,1473,167.21,3.69787
ATSP,ftv35,data/atsp/ftv35.atsp,1000,4,112349,4034,1473,173.863,3.76151
ATSP,ftv35,data/atsp/ftv35.atsp,1000,5,112350,3871,1473,162.797,3.71959
ATSP,ftv35,data/atsp/ftv35.atsp,2000,1,212346,3844,1473,160.964,7.21872
ATSP,ftv35,data/atsp/ftv35.atsp,2000,2,212347,3836,1473,160.421,7.17809
ATSP,ftv35,data/atsp/ftv35.atsp,2000,3,212348,3876,1473,163.136,7.11401
ATSP,ftv35,data/atsp/ftv35.atsp,2000,4,212349,3744,1473,154.175,7.16845
ATSP,ftv35,data/atsp/ftv35.atsp,2000,5,212350,3932,1473,166.938,7.2487
ATSP,ftv35,data/atsp/ftv35.atsp,5000,1,512346,3851,1473,161.439,18.1474
ATSP,ftv35,data/atsp/ftv35.atsp,5000,2,512347,3807,1473,158.452,19.2401
ATSP,ftv35,data/atsp/ftv35.atsp,5000,3,512348,3898,1473,164.63,18.0672
ATSP,ftv35,data/atsp/ftv35.atsp,5000,4,512349,3748,1473,154.447,18.0082
ATSP,ftv35,data/atsp/ftv35.atsp,5000,5,512350,3840,1473,160.692,18.0074
ATSP,ftv35,data/atsp/ftv35.atsp,10000,1,1012346,3779,1473,156.551,35.6434
ATSP,ftv35,data/atsp/ftv35.atsp,10000,2,1012347,3859,1473,161.982,35.7137
ATSP,ftv35,data/atsp/ftv35.atsp,10000,3,1012348,3782,1473,156.755,35.6683
ATSP,ftv35,data/atsp/ftv35.atsp,10000,4,1012349,3719,1473,152.478,35.6516
ATSP,ftv35,data/atsp/ftv35.atsp,10000,5,1012350,3819,1473,159.267,35.7718
ATSP,ftv35,data/atsp/ftv35.atsp,20000,1,2012346,3681,1473,149.898,71.3216
ATSP,ftv35,data/atsp/ftv35.atsp,20000,2,2012347,3635,1473,146.775,71.2393
ATSP,ftv35,data/atsp/ftv35.atsp,20000,3,2012348,3805,1473,158.316,71.4012
ATSP,ftv35,data/atsp/ftv35.atsp,20000,4,2012349,3644,1473,147.386,71.1753
ATSP,ftv35,data/atsp/ftv35.atsp,20000,5,2012350,3729,1473,153.157,71.2251
ATSP,ftv35,data/atsp/ftv35.atsp,50000,1,5012346,3576,1473,142.77,177.609
ATSP,ftv35,data/atsp/ftv35.atsp,50000,2,5012347,3648,1473,147.658,177.76
ATSP,ftv35,data/atsp/ftv35.atsp,50000,3,5012348,3725,1473,152.885,177.563
ATSP,ftv35,data/atsp/ftv35.atsp,50000,4,5012349,3598,1473,144.263,177.491
ATSP,ftv35,data/atsp/ftv35.atsp,50000,5,5012350,3480,1473,136.253,178.423
ATSP,ftv35,data/atsp/ftv35.atsp,500000,1,50012346,3526,1473,139.375,1771.3
ATSP,ftv35,data/atsp/ftv35.atsp,500000,2,50012347,3511,1473,138.357,1771.92
ATSP,ftv35,data/atsp/ftv35.atsp,500000,3,50012348,3453,1473,134.42,1771.75
ATSP,ftv35,data/atsp/ftv35.atsp,500000,4,50012349,3402,1473,130.957,1770.61
ATSP,ftv35,data/atsp/ftv35.atsp,500000,5,50012350,3411,1473,131.568,1767.27
ATSP,ftv35,data/atsp/ftv35.atsp,2000000,1,200012346,3429,1473,132.79,7078.08
ATSP,ftv35,data/atsp/ftv35.atsp,2000000,2,200012347,3461,1473,134.963,7078.16
ATSP,ftv35,data/atsp/ftv35.atsp,2000000,3,200012348,3366,1473,128.513,7081.76
ATSP,ftv35,data/atsp/ftv35.atsp,2000000,4,200012349,3393,1473,130.346,7078.98
ATSP,ftv35,data/atsp/ftv35.atsp,2000000,5,200012350,3450,1473,134.216,7077.2
ATSP,ftv38,data/atsp/ftv38.atsp,100,1,22346,4393,1530,187.124,0.383043
ATSP,ftv38,data/atsp/ftv38.atsp,100,2,22347,4529,1530,196.013,0.382411
ATSP,ftv38,data/atsp/ftv38.atsp,100,3,22348,4300,1530,181.046,0.384436
ATSP,ftv38,data/atsp/ftv38.atsp,100,4,22349,4370,1530,185.621,0.390797
ATSP,ftv38,data/atsp/ftv38.atsp,100,5,22350,4328,1530,182.876,0.39239
ATSP,ftv38,data/atsp/ftv38.atsp,500,1,62346,4402,1530,187.712,1.93044
ATSP,ftv38,data/atsp/ftv38.atsp,500,2,62347,4152,1530,171.373,1.92869
ATSP,ftv38,data/atsp/ftv38.atsp,500,3,62348,4338,1530,183.529,1.92876
ATSP,ftv38,data/atsp/ftv38.atsp,500,4,62349,4060,1530,165.359,2.12071
ATSP,ftv38,data/atsp/ftv38.atsp,500,5,62350,4018,1530,162.614,2.13084
ATSP,ftv38,data/atsp/ftv38.atsp,1000,1,112346,4258,1530,178.301,3.9545
ATSP,ftv38,data/atsp/ftv38.atsp,1000,2,112347,3929,1530,156.797,3.97462
ATSP,ftv38,data/atsp/ftv38.atsp,1000,3,112348,4243,1530,177.32,3.96622
ATSP,ftv38,data/atsp/ftv38.atsp,1000,4,112349,4340,1530,183.66,3.9804
ATSP,ftv38,data/atsp/ftv38.atsp,1000,5,112350,4156,1530,171.634,4.02345
ATSP,ftv38,data/atsp/ftv38.atsp,2000,1,212346,4061,1530,165.425,7.8044
ATSP,ftv38,data/atsp/ftv38.atsp,2000,2,212347,4083,1530,166.863,7.68034
ATSP,ftv38,data/atsp/ftv38.atsp,2000,3,212348,4206,1530,174.902,7.70308
ATSP,ftv38,data/atsp/ftv38.atsp,2000,4,212349,4171,1530,172.614,7.92351
ATSP,ftv38,data/atsp/ftv38.atsp,2000,5,212350,4306,1530,181.438,7.70463
ATSP,ftv38,data/atsp/ftv38.atsp,5000,1,512346,4166,1530,172.288,19.5539
ATSP,ftv38,data/atsp/ftv38.atsp,5000,2,512347,4025,1530,163.072,19.7148
ATSP,ftv38,data/atsp/ftv38.atsp,5000,3,512348,3886,1530,153.987,19.6649
ATSP,ftv38,data/atsp/ftv38.atsp,5000,4,512349,4111,1530,168.693,19.4546
ATSP,ftv38,data/atsp/ftv38.atsp,5000,5,512350,4080,1530,166.667,19.4578
ATSP,ftv38,data/atsp/ftv38.atsp,10000,1,1012346,4037,1530,163.856,38.6373
ATSP,ftv38,data/atsp/ftv38.atsp,10000,2,1012347,3964,1530,159.085,38.6164
ATSP,ftv38,data/atsp/ftv38.atsp,10000,3,1012348,3892,1530,154.379,38.5301
ATSP,ftv38,data/atsp/ftv38.atsp,10000,4,1012349,3938,1530,157.386,38.4669
ATSP,ftv38,data/atsp/ftv38.atsp,10000,5,1012350,3940,1530,157.516,38.5532
ATSP,ftv38,data/atsp/ftv38.atsp,20000,1,2012346,4002,1530,161.569,77.2745
ATSP,ftv38,data/atsp/ftv38.atsp,20000,2,2012347,4035,1530,163.725,76.701
ATSP,ftv38,data/atsp/ftv38.atsp,20000,3,2012348,3871,1530,153.007,77.9472
ATSP,ftv38,data/atsp/ftv38.atsp,20000,4,2012349,3786,1530,147.451,76.6729
ATSP,ftv38,data/atsp/ftv38.atsp,20000,5,2012350,3894,1530,154.51,76.7341
ATSP,ftv38,data/atsp/ftv38.atsp,50000,1,5012346,3926,1530,156.601,191.026
ATSP,ftv38,data/atsp/ftv38.atsp,50000,2,5012347,3670,1530,139.869,192.025
ATSP,ftv38,data/atsp/ftv38.atsp,50000,3,5012348,3898,1530,154.771,191.543
ATSP,ftv38,data/atsp/ftv38.atsp,50000,4,5012349,3931,1530,156.928,191.534
ATSP,ftv38,data/atsp/ftv38.atsp,50000,5,5012350,3873,1530,153.137,191.743
ATSP,ftv38,data/atsp/ftv38.atsp,500000,1,50012346,3703,1530,142.026,1907.73
ATSP,ftv38,data/atsp/ftv38.atsp,500000,2,50012347,3745,1530,144.771,1911.59
ATSP,ftv38,data/atsp/ftv38.atsp,500000,3,50012348,3834,1530,150.588,1910.64
ATSP,ftv38,data/atsp/ftv38.atsp,500000,4,50012349,3894,1530,154.51,1915.66
ATSP,ftv38,data/atsp/ftv38.atsp,500000,5,50012350,3844,1530,151.242,1910.9
ATSP,ftv38,data/atsp/ftv38.atsp,2000000,1,200012346,3647,1530,138.366,7623.27
ATSP,ftv38,data/atsp/ftv38.atsp,2000000,2,200012347,3606,1530,135.686,7634.87
ATSP,ftv38,data/atsp/ftv38.atsp,2000000,3,200012348,3610,1530,135.948,7683.23
ATSP,ftv38,data/atsp/ftv38.atsp,2000000,4,200012349,3736,1530,144.183,7636.09
ATSP,ftv38,data/atsp/ftv38.atsp,2000000,5,200012350,3631,1530,137.32,7632.02
